calories,cook,directions,ingredients,name,prep,rating,ready in,url,keyword,veg/nonveg,core
347,2 hrs,"1. In a large bowl, combine ground beef, bread crumbs, parsley, Parmesan, 1/4 teaspoon black pepper, garlic powder and beaten egg. Mix well and form into 12 balls. Store, covered, in refrigerator until needed. 2. In a large saucepan over medium heat, saute onion and garlic in olive oil until onion is translucent. Stir in tomatoes, salt, sugar and bay leaf. Cover, reduce heat to low, and simmer 90 minutes. Stir in tomato paste, basil, 1/2 teaspoon pepper and meatballs and simmer 30 minutes more.","1 pound lean ground beef, 1 cup fresh bread crumbs, 1 tablespoon dried parsley, 1 tablespoon grated Parmesan cheese, ¼ teaspoon ground black pepper, ⅛ teaspoon garlic powder, 1 egg, beaten, ¾ cup chopped onion, 5 cloves garlic, minced, ¼ cup olive oil, 2 (28 ounce) cans whole peeled tomatoes, 2 teaspoons salt, 1 teaspoon white sugar, 1 bay leaf, 1 (6 ounce) can tomato paste, ¾ teaspoon dried basil, ½ teaspoon ground black pepper",Italian Spaghetti Sauce with Meatballs,20 mins,4.5,2 hrs 20 mins,https://www.allrecipes.com/recipe/21353/italian-spaghetti-sauce-with-meatballs/,"['beef', 'bread', 'parsley', 'parmesan', 'cheese', 'pepper', 'garlic', 'egg', 'onion', 'clove', 'garlic', 'oil', 'tomato', 'salt', 'sugar', 'bay', 'tomato', 'basil', 'pepper']",non-veg,"['beef', 'bread', 'parsley', 'parmesan', 'cheese', 'pepper', 'garlic', 'egg', 'onion', 'clove', 'garlic', 'oil', 'tomato', 'salt', 'sugar', 'bay', 'tomato', 'basil', 'pepper']"
47,1 hr 10 mins,"1. Place zucchini and onion in a large, non-metallic bowl; sprinkle salt on top. Use your hands to evenly mix salt with zucchini. Cover and refrigerate overnight. 2. Drain zucchini in a colander and rinse well with cool water. Squeeze out excess water; set zucchini aside. 3. Place sugar, vinegar, red and green capsicum, and cornstarch into a large pot. Add celery seed, nutmeg, turmeric, and black pepper. Stir to combine, then add drained zucchini. Bring to a boil over medium-high heat; reduce heat to medium-low and simmer 30 minutes. 4. Meanwhile, sterilize seven 1-pint jars and lids. Pack relish into sterilized jars, making sure there are no spaces or air pockets. Fill jars all the way to the top. Screw on the lids. 5. Place a rack in the bottom of a large stockpot and fill halfway with boiling water. Carefully lower jars into the pot using a holder. Leave a 2-inch space between jars. Pour in more boiling water if necessary, until the tops of jars are covered by 2 inches of water. Bring water to a full boil, then cover and process for 30 minutes. 6. Remove jars from the pot and place on a cloth-covered or wood surface, several inches apart, until cool. Once cool, press the top of each lid with a finger, ensuring that seal is tight (lid does not move up or down at all).","12 cups shredded unpeeled zucchini, 4 cups chopped onion, 5 tablespoons canning salt, 6 cups white sugar, 2 ½ cups white vinegar, 1 red capsicum, chopped, 1 green capsicum, chopped, 1 tablespoon cornstarch, 1 ½ teaspoons celery seed, ¾ teaspoon ground nutmeg, ¾ teaspoon ground turmeric, ½ teaspoon ground black pepper",Sweet Zucchini Relish,50 mins,5.0,12 hrs,https://www.allrecipes.com/recipe/172346/sweet-zucchini-relish/,"['zucchini', 'onion', 'salt', 'sugar', 'vinegar', 'capsicum', 'capsicum', 'cornstarch', 'celery', 'nutmeg', 'turmeric', 'pepper']",veg,"['zucchini', 'onion', 'salt', 'sugar', 'vinegar', 'pepper', 'pepper', 'cornstarch', 'celery', 'nutmeg', 'turmeric', 'pepper']"
199,15 mins,"1. Heat olive oil and butter in a large saucepan over medium heat. Cook and stir mushrooms, garlic, cooking wine, teriyaki sauce, garlic salt, and black pepper in the hot oil and butter until mushrooms are lightly browned, about 5 minutes. Reduce heat to low and simmer until mushrooms are tender, 5 to 8 more minutes.","3 tablespoons olive oil, 3 tablespoons butter, 1 pound button mushrooms, sliced, 1 clove garlic, thinly sliced, 1 tablespoon red cooking wine, 1 tablespoon teriyaki sauce, or more to taste, ¼ teaspoon garlic salt, or to taste, freshly ground black pepper to taste",Superb Sauteed Mushrooms,10 mins,5.0,25 mins,https://www.allrecipes.com/recipe/222795/superb-sauteed-mushrooms/,"['oil', 'butter', 'mushroom', 'clove', 'garlic', 'teriyaki', 'sauce', 'garlic', 'salt', 'pepper']",veg,"['oil', 'butter', 'mushroom', 'clove', 'garlic', 'teriyaki', 'sauce', 'garlic', 'salt', 'pepper']"
783,10 mins,"1. Bring a large pot of lightly salted water to a boil. Cook elbow macaroni in the boiling water, stirring occasionally, until cooked through but firm to the bite, 8 minutes; drain. 2. Rinse macaroni in cold water until cool; drain. 3. Stir mayonnaise, onion, parsley, mustard, rice vinegar, sugar, celery seed, and salt together in a bowl; add macaroni and eggs and stir to coat. 4. Chill in refrigerate for 30 minutes before serving.","3 cups elbow macaroni, 1 ½ cups mayonnaise, ⅓ large onion, minced, ¼ cup chopped fresh parsley, 2 tablespoons prepared yellow mustard, 2 teaspoons rice vinegar, 1 teaspoon white sugar, or more to taste, ¾ teaspoon celery seed, ½ teaspoon salt, 3 hard-cooked eggs, chopped",Magnificent Macaroni Salad,10 mins,4.5,50 mins,https://www.allrecipes.com/recipe/221132/magnificent-macaroni-salad/,"['mayonnaise', 'onion', 'parsley', 'mustard', 'rice', 'vinegar', 'sugar', 'celery', 'salt', 'egg']",non-veg,"['mayonnaise', 'onion', 'parsley', 'mustard', 'rice', 'vinegar', 'sugar', 'celery', 'salt', 'egg']"
283,20 mins,"1. In a small bowl, mix mayonnaise, garlic, oregano, salt , and pepper. Set aside. 2. Bring a large pot of salted water to a boil. Add potatoes, and cook until almost done, about 10 minutes. Don't overcook otherwise the potatoes will break apart. Drain, and cool. 3. Preheat oven broiler. Line a baking tray with aluminum foil, and lightly grease the aluminum foil. 4. Arrange potatoes in the prepared baking tray. Spoon the mayonnaise mixture over the potatoes. Broil in the preheated oven until potatoes are tender and mayonnaise mixture is lightly browned, about 10 minutes.","3 tablespoons mayonnaise, 2 cloves garlic, crushed, 1 teaspoon dried oregano, salt and pepper to taste, 5 potatoes, quartered",Best Potatoes You'll Ever Taste,10 mins,4.0,30 mins,https://www.allrecipes.com/recipe/27252/best-potatoes-youll-ever-taste/,"['mayonnaise', 'clove', 'garlic', 'oregano', 'salt', 'pepper', 'potato']",veg,"['mayonnaise', 'clove', 'garlic', 'oregano', 'salt', 'pepper', 'potato']"
78,25 mins,"1. Bring a large pot of water to a boil. Stir sugar into water to dissolve. 2. Add corn and cover the pot. Turn off heat, leaving the pot on the hot burner. 3. Steep corn in hot water until tender, about 25 minutes.","¼ teaspoon white sugar, 4 ears corn, husked and cleaned",Delicious and Easy Corn on the Cob,5 mins,4.5,30 mins,https://www.allrecipes.com/recipe/237681/delicious-and-easy-corn-on-the-cob/,"['sugar', 'corn']",veg,"['sugar', 'corn']"
291,25 mins,"1. Heat oil in a large saucepan over medium heat and add rice. Cook, stirring constantly, until puffed and golden. While rice is cooking, sprinkle with salt and cumin. 2. Stir in onions and cook until tender. Stir in tomato sauce and chicken broth; bring to a boil. Reduce heat to low, cover and simmer for 20 to 25 minutes. Fluff with a fork.","3 tablespoons vegetable oil, 1 cup uncooked long-grain rice, 1 teaspoon garlic salt, ½ teaspoon ground cumin, ¼ cup chopped onion, ½ cup tomato sauce, 2 cups chicken broth",Mexican Rice,5 mins,4.5,30 mins,https://www.allrecipes.com/recipe/27072/mexican-rice-ii/,"['oil', 'rice', 'garlic', 'salt', 'cumin', 'onion', 'tomato', 'sauce', 'chicken']",non-veg,"['oil', 'rice', 'garlic', 'salt', 'cumin', 'onion', 'tomato', 'sauce', 'chicken']"
756,,"1. Place pork chops on a flat work surface. Slice horizontally through the middle, being careful not to cut all the way through to the other side. Open the two sides and spread them out like an open book. 2. Whisk olive oil, garlic, brown sugar, lemon juice, mustard, thyme, onion powder, Worcestershire sauce, vinegar, mesquite seasoning, parsley, salt, and pepper together in a bowl; pour into a large resealable plastic bag. Add pork chops, coat with marinade, squeeze out excess air and seal the bag. Marinate in the refrigerator, 6 to 8 hours.","2 large pork chops, ¼ cup extra-virgin olive oil, 4 cloves garlic, chopped, 3 tablespoons dark brown sugar, 2 tablespoons lemon juice, 2 tablespoons spicy brown mustard, 2 teaspoons dried thyme, 1 teaspoon onion powder, 1 teaspoon Worcestershire sauce, 1 teaspoon white wine vinegar, 1 teaspoon mesquite-flavored seasoning, ½ teaspoon dried parsley flakes, ½ teaspoon kosher salt, ½ teaspoon freshly ground black pepper",Best Pork Chop Marinade,10 mins,4.5,6 hrs 10 mins,https://www.allrecipes.com/recipe/234059/best-pork-chop-marinade/,"['pork', 'oil', 'clove', 'garlic', 'sugar', 'lemon', 'mustard', 'thyme', 'onion', 'worcestershire', 'sauce', 'vinegar', 'parsley', 'salt', 'pepper']",non-veg,"['pork', 'oil', 'clove', 'garlic', 'sugar', 'lemon', 'mustard', 'thyme', 'onion', 'worcestershire', 'sauce', 'vinegar', 'parsley', 'salt', 'pepper']"
382,4 hrs 10 mins,"1. Transfer soaked navy beans and soaking water to a saucepan; bring to a boil. Reduce heat and simmer until tender, approximately 1 to 2 hours. Drain and reserve the cooking liquid. 2. Preheat the oven to 325 degrees F (165 degrees C). 3. Arrange 1/2 of the beans in the bottom of a 2-quart casserole dish. Place 1/2 of the bacon strips over the beans and sprinkle 1/2 of the onions over top. Repeat layers once more. 4. Combine ketchup, molasses, brown sugar, Worcestershire sauce, salt, pepper, and dry mustard in a large saucepan over medium heat; bring to a boil. 5. Pour sauce over the beans. Pour in just enough reserved cooking liquid to cover the beans. Cover the casserole dish with a lid or aluminum foil. 6. Bake in the preheated oven for 1 1/2 hours. Remove the lid and continue to cook, checking every 1/2 hour or so and adding more cooking liquid if necessary to prevent the beans from getting too dry, until beans are tender, 1 1/2 to 2 1/2 more hours.","2 cups dry navy beans, soaked overnight, ½ pound uncooked bacon strips, 1 medium onion, diced, ½ cup ketchup, 3 tablespoons molasses, ¼ cup brown sugar, 1 tablespoon Worcestershire sauce, 2 teaspoons salt, ¼ teaspoon ground black pepper, ¼ teaspoon dry mustard",Boston Baked Beans,10 mins,4.5,4 hrs 20 mins,https://www.allrecipes.com/recipe/18255/boston-baked-beans/,"['bean', 'bacon', 'onion', 'ketchup', 'molasses', 'sugar', 'worcestershire', 'sauce', 'salt', 'pepper', 'mustard']",veg,"['bean', 'bacon', 'onion', 'ketchup', 'molasses', 'sugar', 'worcestershire', 'sauce', 'salt', 'pepper', 'mustard']"
69,30 mins,"1. Mix blueberries, sugar, lemon juice, and cinnamon in a saucepan. Cook, stirring constantly, over medium heat until thickened, about 30 minutes.","4 cups fresh blueberries, 1 cup white sugar, 1 tablespoon fresh lemon juice, 1 pinch ground cinnamon (Optional)",Easy Small-Batch Blueberry Jam,5 mins,4.5,35 mins,https://www.allrecipes.com/recipe/239514/easy-small-batch-blueberry-jam/,"['blueberry', 'sugar', 'lemon', 'cinnamon']",veg,"['blueberry', 'sugar', 'lemon', 'cinnamon']"
93,,"1. In a small bowl, mash blue cheese and buttermilk together with a fork until mixture resembles large-curd cottage cheese. Stir in sour cream, mayonnaise, vinegar, sugar, and garlic powder until well blended. Season to taste with salt and pepper.","2 ½ ounces blue cheese, 3 tablespoons buttermilk, 3 tablespoons sour cream, 2 tablespoons mayonnaise, 2 teaspoons white wine vinegar, ¼ teaspoon sugar, ⅛ teaspoon garlic powder, salt and freshly ground black pepper",Absolutely the BEST Rich and Creamy Blue Cheese Dressing Ever!,10 mins,4.5,10 mins,https://www.allrecipes.com/recipe/58745/absolutely-the-best-rich-and-creamy-blue-cheese-dressing-ever/,"['cheese', 'buttermilk', 'cream', 'mayonnaise', 'vinegar', 'sugar', 'garlic', 'salt', 'pepper']",veg,"['cheese', 'buttermilk', 'cream', 'mayonnaise', 'vinegar', 'sugar', 'garlic', 'salt', 'pepper']"
105,30 mins,"1. Mix cucumbers, onions, green capsicum, garlic, and salt together in a large bowl. Allow to stand approximately 3 hours. 2. Mix sugar, cider vinegar, mustard seed, turmeric, celery seed, and whole cloves together in a large saucepan; bring to a boil over high heat. 3. Drain any liquid from the cucumber mixture. Stir cucumbers into the boiling vinegar mixture. Remove from heat shortly before the combined mixture comes to a boil. 4. Transfer into sterile screw-top jars; seal and chill in the refrigerator until ready to serve.","25 cucumbers, thinly sliced, 6 onions, thinly sliced, 2 green capsicum, diced, 3 cloves garlic, chopped, ½ cup salt, 5 cups white sugar, 3 cups cider vinegar, 2 tablespoons mustard seed, 1 tablespoon ground turmeric, 1 ½ teaspoons celery seed, ½ teaspoon whole cloves",Bread and Butter Pickles,1 hr,5.0,4 hrs 30 mins,https://www.allrecipes.com/recipe/21166/bread-and-butter-pickles-ii/,"['cucumber', 'onion', 'capsicum', 'clove', 'garlic', 'salt', 'sugar', 'vinegar', 'mustard', 'turmeric', 'celery', 'clove']",veg,"['cucumber', 'onion', 'pepper', 'clove', 'garlic', 'salt', 'sugar', 'vinegar', 'mustard', 'turmeric', 'celery', 'clove']"
179,20 mins,"1. Preheat the oven to 400 degrees F (200 degrees C) and adjust the oven rack to the lowest position. 2. Toss potatoes with oil, salt, and pepper in a bowl. Arrange, cut side down, on a rimmed cookie sheet or jellyroll pan. 3. Roast potatoes in the preheated oven until tender and golden brown, 20 to 30 minutes. Transfer to a serving dish.","3 pounds small red new potatoes, halved, ¼ cup olive oil, 1 teaspoon salt and freshly ground black pepper",Roasted New Red Potatoes,5 mins,4.5,25 mins,https://www.allrecipes.com/recipe/76954/roasted-new-red-potatoes/,"['potato', 'oil', 'salt', 'pepper']",veg,"['potato', 'oil', 'salt', 'pepper']"
189,10 mins,"1. Place bacon and oil in a large pot over medium heat. Season with salt and pepper. Cook until bacon is crisp, 5 to 7 minutes. 2. Add cabbage, onion, and sugar to the pot; cook and stir continuously for 5 minutes, until tender.","3 slices bacon, cut into thirds, ⅓ cup vegetable oil, 1 teaspoon salt, or to taste, 1 teaspoon ground black pepper, or to taste, 1 head cabbage, cored and sliced, 1 white onion, chopped, 1 pinch white sugar",Southern Fried Cabbage,5 mins,4.5,15 mins,https://www.allrecipes.com/recipe/73833/southern-fried-cabbage/,"['bacon', 'oil', 'salt', 'pepper', 'cabbage', 'onion', 'sugar']",veg,"['bacon', 'oil', 'salt', 'pepper', 'cabbage', 'onion', 'sugar']"
59,35 mins,"1. Crush 1 cup chopped peaches in the bottom of a large saucepan. Add remaining peaches and set the pan over medium-low heat. Bring to a low boil and cook until peaches become liquid (my family likes a few bits of peach left), about 20 minutes. 2. Pour peaches into a bowl, then measure 6 cups peaches back into the pan. Add sugar and bring to a boil over medium heat. Gradually stir in dry pectin; boil for 1 minute. 3. Remove from heat and transfer to hot, sterilized jars. Top with lids and screw rings on tightly. Process in a hot water bath canner for 10 minutes. Let cool, then store on a shelf in a cool, dark place.","12 fresh peaches, pitted and chopped, 4 ½ cups white sugar, 1 (2 ounce) package dry pectin",Peach Preserves,20 mins,4.5,1 hr 35 mins,https://www.allrecipes.com/recipe/21351/peach-preserves/,"['peach', 'sugar']",veg,"['peach', 'sugar']"
239,40 mins,"1. Preheat the oven to 425 degrees F (220 degrees C). 2. Cut off ends of russet potatoes. Stand potatoes on end, and peel them from top to bottom with a sharp knife to make each potato into a uniform cylinder. Cut each cylinder in half crosswise to make 6 potato cylinders about 2 inches long. 3. Place potatoes into a bowl of cold water for about 5 minutes to remove starch from the outsides; pat dry with paper towels. 4. Heat vegetable oil in a heavy oven-proof skillet over high heat until it shimmers slightly. 5. Place potato cylinders with the best-looking ends into the hot oil. Reduce heat to medium-high, and pan-fry potatoes until well-browned, 5 to 6 minutes. Season with salt and black pepper. 6. Flip potatoes and repeat on the other ends. As they cook, use a paper towel held with tongs to carefully blot out the oil from the skillet. Add butter and thyme sprigs to the skillet. 7. Pick up a thyme sprig with tongs and use it to paint butter over the top of the potatoes. Cook until butter foams and foam turns from white to a pale tan color. Season with more salt and pepper. Pour chicken stock into skillet. 8. Transfer the skillet to the preheated oven and cook until potatoes are tender and creamy inside, about 30 minutes. If potatoes aren't tender, add 1/4 cup more stock and cook for 10 more minutes. 9. Place potatoes on a serving platter. Spoon thyme-scented butter remaining in skillet over potatoes. Garnish with thyme sprigs. Let cool about 5 minutes before serving.","3 large whole russet potatoes, 2 tablespoons high-heat-resistant vegetable oil, such as grapeseed oil, salt and ground black pepper to taste, 3 tablespoons butter, 4 sprigs thyme, plus more for garnish, ½ cup chicken broth, or more as needed",Fondant Potatoes,15 mins,4.5,1 hr 5 mins,https://www.allrecipes.com/recipe/233295/fondant-potatoes/,"['potato', 'oil', 'oil', 'salt', 'pepper', 'butter', 'thyme', 'chicken']",non-veg,"['potato', 'oil', 'oil', 'salt', 'pepper', 'butter', 'thyme', 'chicken']"
127,1 hr,"1. Heat oil in a large pot over medium-high heat. Add bacon, and cook until crisp, 5 to 7 minutes. Remove bacon from pan, crumble, and return to the pan. 2. Add onion to the pan and cook until tender, about 5 minutes. Add garlic, and cook until just fragrant. Add collard greens, and fry until they start to wilt. 3. Pour in chicken broth and season with salt, pepper, and red pepper flakes. Reduce heat to low, cover, and simmer until greens are tender, about 45 minutes.","1 tablespoon olive oil, 3 slices bacon, 1 large onion, chopped, 2 cloves garlic, minced, 1 pound fresh collard greens, cut into 2-inch pieces, 3 cups chicken broth, 1 teaspoon salt, 1 teaspoon pepper, 1 pinch red pepper flakes",Kickin' Collard Greens,10 mins,4.5,1 hr 10 mins,https://www.allrecipes.com/recipe/51803/kickin-collard-greens/,"['oil', 'bacon', 'onion', 'clove', 'garlic', 'collard', 'chicken', 'salt', 'pepper', 'pepper']",non-veg,"['oil', 'bacon', 'onion', 'clove', 'garlic', 'collard', 'chicken', 'salt', 'pepper', 'pepper']"
182,15 mins,"1. Heat olive oil in a saucepan over medium heat. Add onion and cook until translucent, about 5 minutes, stirring the garlic in during the last minute. 2. Add undrained tomatoes, basil, sugar, oregano, salt, and pepper; stir to combine as it comes to a boil. Continue to boil until most of the liquid evaporates, about 5 minutes. 3. Remove from the heat. Pour in cream and butter; stir to combine. 4. Return to the stove and simmer over low heat for 5 more minutes.","2 tablespoons olive oil, 1 medium onion, diced, 1 clove garlic, minced, 1 (14.5 ounce) can Italian-style diced tomatoes, undrained, 1 tablespoon dried basil leaves, ¾ teaspoon white sugar, ¼ teaspoon dried oregano, ¼ teaspoon salt, ⅛ teaspoon ground black pepper, ½ cup heavy cream, 1 tablespoon butter",Tomato-Cream Sauce for Pasta,5 mins,4.5,20 mins,https://www.allrecipes.com/recipe/23404/tomato-cream-sauce-for-pasta/,"['oil', 'onion', 'clove', 'garlic', 'tomato', 'basil', 'sugar', 'oregano', 'salt', 'pepper', 'cream', 'butter']",veg,"['oil', 'onion', 'clove', 'garlic', 'tomato', 'basil', 'sugar', 'oregano', 'salt', 'pepper', 'cream', 'butter']"
65,10 mins,1. Preheat the oven to 425 degrees F (220 degrees C). 2. Arrange okra slices in a single layer on a foil-lined baking sheet. Drizzle with olive oil and sprinkle with salt and pepper. 3. Roast in the preheated oven for 10 to 15 minutes.,"18 fresh okra pods, sliced 1/3 inch thick, 1 tablespoon olive oil, 2 teaspoons kosher salt, or to taste, 2 teaspoons black pepper, or to taste",Roasted Okra,5 mins,4.5,15 mins,https://www.allrecipes.com/recipe/204478/roasted-okra/,"['okra', 'oil', 'salt', 'pepper']",veg,"['okra', 'oil', 'salt', 'pepper']"
132,10 mins,"1. Heat canola oil in a heavy skillet over medium heat. 2. Cook garlic cloves in hot oil, turning once, until brown on both sides, 4 to 5 minutes. Smash garlic cloves in the skillet with fork. 3. Stir pinto beans, cumin, chili powder, and salt into mashed garlic and cook until beans are thoroughly heated, about 5 minutes. Stir occasionally. 4. Smash bean mixture with a potato masher to desired texture. Squeeze lime juice over smashed beans and stir until combined.","2 tablespoons canola oil, 2 garlic cloves, peeled, 2 (15 ounce) cans pinto beans, 1 teaspoon cumin, 1 teaspoon chili powder, salt to taste, ½ lime, juiced",Quick and Easy Refried Beans,10 mins,4.5,20 mins,https://www.allrecipes.com/recipe/220642/quick-and-easy-refried-beans/,"['oil', 'garlic', 'clove', 'bean', 'cumin', 'chili', 'salt', 'lime']",veg,"['oil', 'garlic', 'clove', 'bean', 'cumin', 'chili', 'salt', 'lime']"
53,3 mins,"1. Preheat grill for high heat. 2. Lightly coat the asparagus spears with olive oil. Season with salt and pepper to taste. 3. Grill over high heat for 2 to 3 minutes, or to desired tenderness.","1 pound fresh asparagus spears, trimmed, 1 tablespoon olive oil, salt and pepper to taste",Grilled Asparagus,15 mins,4.5,18 mins,https://www.allrecipes.com/recipe/17445/grilled-asparagus/,"['asparagus', 'oil', 'salt', 'pepper']",veg,"['asparagus', 'oil', 'salt', 'pepper']"
315,15 mins,"1. Heat olive oil in a saucepan over medium heat. Add onion and cook until soft and translucent, stirring occasionally, about 5 minutes. Stir in garlic, and cook until fragrant, 30 seconds to 1 minute. 2. Mix in tomato paste, vinegar, molasses, brown sugar, and Worcestershire sauce, stirring until well combined. Pour in beans and broth, and cook until beans are coated and the sauce starts to reduce, about 15 minutes. The beans still should be saucy, not too thick. Season with salt and pepper. 3. Sprinkle with parsley before serving.","1 tablespoon olive oil, ⅓ cup chopped onion, 2 cloves garlic, minced, 2 tablespoons tomato paste, 1 tablespoon apple cider vinegar, 1 tablespoon molasses, ½ tablespoon brown sugar, 2 teaspoons Worcestershire sauce, 1 (15.5 ounce) can cannellini (white kidney) beans, rinsed and drained, ¾ cup vegetable broth, salt and freshly ground black pepper to taste, chopped fresh parsley for garnish (optional)",British Baked Beans,10 mins,4.0,25 mins,https://www.allrecipes.com/recipe/8431328/british-baked-beans/,"['oil', 'onion', 'clove', 'garlic', 'tomato', 'apple', 'vinegar', 'molasses', 'sugar', 'worcestershire', 'sauce', 'bean', 'salt', 'pepper', 'parsley']",veg,"['oil', 'onion', 'clove', 'garlic', 'tomato', 'apple', 'vinegar', 'molasses', 'sugar', 'worcestershire', 'sauce', 'bean', 'salt', 'pepper', 'parsley']"
49,10 mins,"1. Bring a large pot of lightly salted water to a boil. Add beet greens and cook, uncovered, until tender, about 2 minutes. Drain in a colander, then immediately immerse in ice water for several minutes to stop the cooking process. Once the greens are cold, drain well, and coarsely chop. 2. Heat olive oil in a large skillet over medium heat. Stir in garlic and red pepper flakes; cook and stir until fragrant, about 1 minute. Stir in the chopped greens until coated, then season with salt and pepper. Cook just until greens are hot; 1 to 2 minutes. 3. Serve with lemon wedges.","2 bunches beet greens, stems removed, 1 tablespoon extra-virgin olive oil, or to taste, 2 cloves garlic, minced, ¼ teaspoon crushed red pepper flakes (Optional), salt and freshly ground black pepper to taste, 2 lemons, quartered",Simple and Delicious Beet Greens,5 mins,4.5,15 mins,https://www.allrecipes.com/recipe/215506/simple-and-delicious-beet-greens/,"['beet', 'oil', 'clove', 'garlic', 'pepper', 'salt', 'pepper', 'lemon']",veg,"['beet', 'oil', 'clove', 'garlic', 'pepper', 'salt', 'pepper', 'lemon']"
400,1 hr 10 mins,"1. Preheat oven to 425 degrees F (220 degrees C). 2. Pour the hash browns into a lightly greased 9x13 inch baking dish. In a large bowl, combine the cheese, sour cream and soup. 3. In a large skillet over medium heat, combine the onion with 1 stick butter and saute for 5 minutes. Add this to the soup mixture and spread this over the potatoes in the dish. 4. Next, arrange the crushed corn flakes over all in the dish. Melt the remaining stick of butter and pour this evenly over the corn flakes. 5. Bake at 425 degrees F (220 degrees C) for 1 hour.","1 (30 ounce) package frozen hash brown potatoes, 2 cups shredded Cheddar cheese, 1 (16 ounce) container sour cream, 1 (10.75 ounce) can condensed cream of mushroom soup, 1 onion, chopped, 1 cup butter, 3 cups crushed corn flakes",Potato Casserole,15 mins,4.5,1 hr 25 mins,https://www.allrecipes.com/recipe/18809/potato-casserole/,"['potato', 'cheddar', 'cheese', 'cream', 'cream', 'mushroom', 'onion', 'butter', 'corn']",veg,"['potato', 'cheddar', 'cheese', 'cream', 'cream', 'mushroom', 'onion', 'butter', 'corn']"
94,10 mins,"1. Preheat the air fryer to 375 degrees F (190 degrees C). Line the basket with parchment paper. 2. Place asparagus spears in the prepared basket and mist with avocado oil. Sprinkle with garlic powder, salt, pepper, and pepper flakes. Top with Parmesan cheese. 3. Air-fry until asparagus spears start to char, 7 to 9 minutes.","1 bunch fresh asparagus, trimmed, avocado oil cooking spray, ½ teaspoon garlic powder, ½ teaspoon Himalayan pink salt, ¼ teaspoon ground multi-colored peppercorns, ¼ teaspoon red pepper flakes, ¼ cup freshly grated Parmesan cheese",Air Fryer Roasted Asparagus,10 mins,4.5,20 mins,https://www.allrecipes.com/recipe/279177/air-fryer-roasted-asparagus/,"['asparagus', 'avocado', 'oil', 'garlic', 'salt', 'peppercorn', 'pepper', 'parmesan', 'cheese']",veg,"['asparagus', 'avocado', 'oil', 'garlic', 'salt', 'peppercorn', 'pepper', 'parmesan', 'cheese']"
91,10 mins,"1. Whisk sugar, cocoa, and flour in a medium bowl until no lumps remain. Pour in milk and whisk until well-combined. 2. Transfer mixture to a saucepan; cook and stir over medium heat until it thickens to a gravy consistency, 7 to 10 minutes. 3. Remove from heat; stir in butter and vanilla. Serve warm.","¾ cup white sugar, ¼ cup cocoa, 3 tablespoons all-purpose flour, 2 cups milk, 1 tablespoon butter, softened, 2 teaspoons vanilla",Southern-Style Chocolate Gravy,10 mins,4.5,20 mins,https://www.allrecipes.com/recipe/187298/southern-style-chocolate-gravy/,"['sugar', 'cocoa', 'flour', 'milk', 'butter', 'vanilla']",veg,"['sugar', 'cocoa', 'flour', 'milk', 'butter', 'vanilla']"
151,30 mins,"1. Place tomatoes, tomato paste, parsley, garlic, oregano, salt, and pepper in a food processor; blend until smooth. 2. Heat oil in a large skillet over medium heat. Add onion and cook until slightly softened, about 2 minutes. Stir in blended tomato sauce and white wine. 3. Simmer, stirring occasionally, until thickened, about 30 minutes.","2 (14.5 ounce) cans stewed tomatoes, 1 (6 ounce) can tomato paste, 4 tablespoons chopped fresh parsley, 1 clove garlic, minced, 1 teaspoon dried oregano, 1 teaspoon salt, ¼ teaspoon ground black pepper, 6 tablespoons olive oil, ⅓ cup finely diced onion, ½ cup white wine",Best Marinara Sauce Yet,15 mins,4.5,45 mins,https://www.allrecipes.com/recipe/11966/best-marinara-sauce-yet/,"['tomato', 'tomato', 'parsley', 'clove', 'garlic', 'oregano', 'salt', 'pepper', 'oil', 'onion']",veg,"['tomato', 'tomato', 'parsley', 'clove', 'garlic', 'oregano', 'salt', 'pepper', 'oil', 'onion']"
98,10 mins,"1. Place a steamer insert into a saucepan and fill with water to just below the bottom of the steamer. Bring water to a boil. Add cauliflower, cover, and steam until tender, about 10 minutes. 2. Meanwhile, heat olive oil in a small skillet over medium heat; cook and stir garlic until softened, about 2 minutes. Remove from heat. 3. Transfer half the cauliflower to a food processor; cover and blend on high. Add remaining cauliflower florets, one at a time, until vegetables are creamy. Blend in garlic, Parmesan cheese, cream cheese, salt, and black pepper.","1 head cauliflower, cut into florets, 1 tablespoon olive oil, 1 clove garlic, smashed, ¼ cup grated Parmesan cheese, 1 tablespoon reduced-fat cream cheese, ½ teaspoon kosher salt, ⅛ teaspoon freshly ground black pepper",Garlic Mashed Cauliflower,15 mins,4.5,25 mins,https://www.allrecipes.com/recipe/230816/garlic-mashed-cauliflower/,"['cauliflower', 'oil', 'clove', 'garlic', 'parmesan', 'cheese', 'cream', 'cheese', 'salt', 'pepper']",veg,"['cauliflower', 'oil', 'clove', 'garlic', 'parmesan', 'cheese', 'cream', 'cheese', 'salt', 'pepper']"
