calories,cook,directions,ingredients,name,prep,rating,ready in,url,keyword,veg/nonveg,core
453,10 mins,1. Preheat an outdoor grill for high heat and lightly oil the grate. 2. Melt butter in a small saucepan over medium-low heat; stir in minced garlic and garlic powder. Set aside. 3. Season both sides of each steak with salt and pepper. 4. Place steaks on preheated grill and cook 4 to 5 minutes per side. An instant-read thermometer inserted into the center should read 140 degrees F (60 degrees C) for medium doneness. 5. Transfer steaks to warmed plates; brush the tops liberally with garlic butter and allow to rest for 2 to 3 minutes before serving.,"½ cup butter, 4 cloves garlic, minced, 2 teaspoons garlic powder, 4 pounds beef top sirloin steaks, salt and pepper to taste",Sirloin Steak with Garlic Butter,20 mins,4.5,30 mins,https://www.allrecipes.com/recipe/14554/sirloin-steak-with-garlic-butter/,"['butter', 'clove', 'garlic', 'garlic', 'beef', 'salt', 'pepper']",non-veg,"['butter', 'clove', 'garlic', 'garlic', 'beef', 'salt', 'pepper']"
280,15 mins,"1. Heat a wok or large skillet over medium-high heat, and add oil. Saute garlic for about 5 seconds, then add ground beef. Stir-fry until beef is evenly brown, 5 to 7 minutes; drain excess fat. 2. Stir in cabbage and pepper, and cook until vegetables are tender and beef is fully cooked. Stir in soy sauce. Mix together cornstarch and water, and stir in. Season with pepper; add salt to taste. Cook, stirring, until sauce has thickened.","2 tablespoons vegetable oil, 4 cloves garlic, chopped, ½ pound ground beef, ½ small head cabbage, shredded, 1 red capsicum, cut into strips, 2 tablespoons soy sauce, 1 teaspoon cornstarch, ½ cup cold water, 1 teaspoon ground black pepper, or to taste, 1 pinch salt, to taste",Black Pepper Beef and Cabbage Stir Fry,15 mins,4.5,30 mins,https://www.allrecipes.com/recipe/50233/black-pepper-beef-and-cabbage-stir-fry/,"['oil', 'clove', 'garlic', 'beef', 'cabbage', 'capsicum', 'soy', 'sauce', 'cornstarch', 'water', 'pepper', 'salt']",non-veg,"['oil', 'clove', 'garlic', 'beef', 'cabbage', 'pepper', 'soy', 'sauce', 'cornstarch', 'water', 'pepper', 'salt']"
232,20 mins,"1. Preheat grill for high heat. 2. In a small bowl, stir together the garlic powder, onion powder, paprika, lemon pepper, and sea salt. Sprinkle seasonings onto the fish. 3. In a small saucepan over medium heat, melt the butter with the garlic and parsley. Remove from heat when the butter has melted, and set aside. 4. Lightly oil grill grate. Grill fish for 7 minutes, then turn and drizzle with butter. Continue cooking for 7 minutes, or until easily flaked with a fork. Drizzle with olive oil before serving.","¼ teaspoon garlic powder, ¼ teaspoon onion powder, ¼ teaspoon paprika, lemon pepper to taste, sea salt to taste, 2 pounds sea bass, 3 tablespoons butter, 2 large cloves garlic, chopped, 1 tablespoon chopped Italian flat leaf parsley, 1 ½ tablespoons extra virgin olive oil",Grilled Sea Bass,20 mins,4.5,40 mins,https://www.allrecipes.com/recipe/45782/grilled-sea-bass/,"['garlic', 'onion', 'paprika', 'lemon', 'pepper', 'salt', 'butter', 'clove', 'garlic', 'parsley', 'oil']",veg,"['garlic', 'onion', 'paprika', 'lemon', 'pepper', 'salt', 'butter', 'clove', 'garlic', 'parsley', 'oil']"
385,5 mins,"1. Heat a 10-inch non-stick skillet over medium-high heat. Sprinkle shredded mozzarella cheese evenly into hot skillet; cook until cheese is melted, 2 to 3 minutes. 2. Arrange tomato slices, basil leaves, and fresh mozzarella slices on the melted cheese, leaving space for a ""crust"" to form; cook until top is bubbling and edges are browned, 2 to 3 minutes. 3. Remove skillet from heat and loosen pizza with a spatula. Gently slice pizza onto a cutting board; cool for 1 minute before slicing.","1 ½ cups shredded part-skim mozzarella cheese, 5 cherry tomatoes, thinly sliced, 2 tablespoons torn fresh basil leaves, 4 small fresh mozzarella balls (bocconcini), thinly sliced",Cheesy-Crust Skillet Pizza,10 mins,4.5,20 mins,https://www.allrecipes.com/recipe/244636/cheesy-crust-skillet-pizza/,"['mozzarella', 'cheese', 'cherry', 'tomato', 'basil', 'mozzarella']",veg,"['mozzarella', 'cheese', 'cherry', 'tomato', 'basil', 'mozzarella']"
95,,"1. In a medium bowl, blend cream cheese, mayonnaise and lemon juice concentrate. Mix in Cheddar cheese, onion and green olives. Form the mixture into a ball shape. Cover and chill in the refrigerator 3 hours, or until firm, before serving.","1 (8 ounce) package cream cheese, softened, 1 tablespoon mayonnaise, 1 teaspoon lemon juice concentrate, 1 (8 ounce) package shredded Cheddar cheese, ¼ cup chopped onion, ½ cup chopped green olives",Cheese Ball III,15 mins,4.5,3 hrs 15 mins,https://www.allrecipes.com/recipe/26727/cheese-ball-iii/,"['cream', 'cheese', 'mayonnaise', 'lemon', 'cheddar', 'cheese', 'onion', 'olive']",veg,"['cream', 'cheese', 'mayonnaise', 'lemon', 'cheddar', 'cheese', 'onion', 'olive']"
584,45 mins,"1. Pound chicken breasts if they are too thick. Place a cheese and ham slice on each breast within 1/2 inch of the edges. Fold the edges of the chicken over the filling, and secure with toothpicks. Mix the flour and paprika in a small bowl, and coat the chicken pieces. 2. Heat the butter in a large skillet over medium-high heat, and cook the chicken until browned on all sides. Add the wine and bouillon. Reduce heat to low, cover, and simmer for 30 minutes, until chicken is no longer pink and juices run clear. 3. Remove the toothpicks, and transfer the breasts to a warm platter. Blend the cornstarch with the cream in a small bowl, and whisk slowly into the skillet. Cook, stirring until thickened, and pour over the chicken. Serve warm.","6 skinless, boneless chicken breast halves, 6 slices Swiss cheese, 6 slices ham, 3 tablespoons all-purpose flour, 1 teaspoon paprika, 6 tablespoons butter, ½ cup dry white wine, 1 teaspoon chicken bouillon granules, 1 tablespoon cornstarch, 1 cup heavy whipping cream",Classic Chicken Cordon Bleu,15 mins,5.0,1 hr,https://www.allrecipes.com/recipe/8669/chicken-cordon-bleu-ii/,"['chicken', 'cheese', 'ham', 'flour', 'paprika', 'butter', 'chicken', 'bouillon', 'cornstarch', 'cream']",non-veg,"['chicken', 'cheese', 'ham', 'flour', 'paprika', 'butter', 'chicken', 'bouillon', 'cornstarch', 'cream']"
167,15 mins,"1. Preheat the oven to 350 degrees F (175 degrees C). 2. Combine crabmeat, green onions, thyme, oregano, savory, and pepper in a medium bowl. Mix in mayonnaise and 1/4 cup Parmesan until well combined. Refrigerate filling until ready to use. 3. Wipe mushrooms clean with a damp towel. Remove stems. Spoon out the gills and the base of the stem, making deep cups. Discard gills and stems. 4. Fill mushroom caps with rounded teaspoonfuls of filling and place them in an ungreased shallow baking dish. Sprinkle tops with Parmesan and paprika. 5. Bake mushrooms in preheated oven until heated through, about 15 minutes. Serve hot.","7 ounces crabmeat, 5 green onions, thinly sliced, ¼ teaspoon dried thyme, ¼ teaspoon dried oregano, ¼ teaspoon ground savory, ground black pepper to taste, ¼ cup grated Parmesan cheese, ⅓ cup mayonnaise, 1 pound fresh mushrooms, 3 tablespoons grated Parmesan cheese, ¼ teaspoon paprika",Crab Stuffed Mushrooms,25 mins,4.5,40 mins,https://www.allrecipes.com/recipe/12751/crab-stuffed-mushrooms/,"['onion', 'thyme', 'oregano', 'savory', 'pepper', 'parmesan', 'cheese', 'mayonnaise', 'mushroom', 'parmesan', 'cheese', 'paprika']",veg,"['onion', 'thyme', 'oregano', 'savory', 'pepper', 'parmesan', 'cheese', 'mayonnaise', 'mushroom', 'parmesan', 'cheese', 'paprika']"
378,10 mins,"1. In a medium bowl, stir together the olive oil, ranch dressing, Worcestershire sauce, rosemary, salt, lemon juice, white vinegar, pepper, and sugar. Let stand for 5 minutes. Place chicken in the bowl, and stir to coat with the marinade. Cover and refrigerate for 30 minutes. 2. Preheat the grill for medium-high heat. Thread chicken onto skewers and discard marinade. 3. Lightly oil the grill grate. Grill skewers for 8 to 12 minutes, or until the chicken is no longer pink in the center, and the juices run clear.","½ cup olive oil, ½ cup ranch dressing, 3 tablespoons Worcestershire sauce, 1 tablespoon minced fresh rosemary, 2 teaspoons salt, 1 teaspoon lemon juice, 1 teaspoon white vinegar, ¼ teaspoon ground black pepper, or to taste, 1 tablespoon white sugar, or to taste (Optional), 5 skinless, boneless chicken breast halves - cut into 1 inch cubes",Rosemary Ranch Chicken Kabobs,50 mins,4.5,1 hr,https://www.allrecipes.com/recipe/64513/rosemary-ranch-chicken-kabobs/,"['oil', 'worcestershire', 'sauce', 'rosemary', 'salt', 'lemon', 'vinegar', 'pepper', 'sugar', 'chicken']",non-veg,"['oil', 'worcestershire', 'sauce', 'rosemary', 'salt', 'lemon', 'vinegar', 'pepper', 'sugar', 'chicken']"
273,5 mins,"1. Stir together olive oil, tomato sauce, garlic, and red wine vinegar in a large bowl. Season with basil, salt, and cayenne pepper. Add shrimp to the bowl; stir until evenly coated. Cover and refrigerate for 30 minutes to 1 hour, stirring once or twice. 2. Preheat the grill to medium heat. Lightly oil the grate. 3. Thread shrimp onto skewers, piercing once near the tail and once near the head. Discard marinade. 4. Cook shrimp on the preheated grill until opaque, 2 to 3 minutes per side.","⅓ cup olive oil, ¼ cup tomato sauce, 3 cloves garlic, minced, 2 tablespoons red wine vinegar, 2 tablespoons chopped fresh basil, ½ teaspoon salt, ¼ teaspoon cayenne pepper, 2 pounds fresh shrimp, peeled and deveined, 6 each skewers",Marinated Grilled Shrimp,15 mins,5.0,50 mins,https://www.allrecipes.com/recipe/21694/marinated-grilled-shrimp/,"['oil', 'tomato', 'sauce', 'clove', 'garlic', 'vinegar', 'basil', 'salt', 'cayenne', 'pepper', 'shrimp']",non-veg,"['oil', 'tomato', 'sauce', 'clove', 'garlic', 'vinegar', 'basil', 'salt', 'cayenne', 'pepper', 'shrimp']"
32,5 mins,"1. Place 3 cups water in the bottom half of a steamer pan set. Add butter and salt and bring to a boil. 2. Trim dry ends off of asparagus. If spears are thick, peel them lightly with a vegetable peeler. 3. Place asparagus spears in the top half of the steamer pan set. Steam until asparagus is tender, 5 to 10 minutes depending on thickness.","1 bunch asparagus spears, 1 teaspoon butter, ¼ teaspoon salt",Simply Steamed Asparagus,10 mins,4.5,15 mins,https://www.allrecipes.com/recipe/55196/simply-steamed-asparagus/,"['asparagus', 'butter', 'salt']",veg,"['asparagus', 'butter', 'salt']"
318,40 mins,"1. Melt butter in a large stockpot over medium-low heat. Add onions, parsley, and garlic. Cook and stir until onions are softened, 3 to 4 minutes. 2. Add tomatoes to the pot (break them into chunks as you add them). Stir in chicken broth, wine, water, bay leaves, basil, thyme, and oregano. Cover and simmer for 30 minutes. 3. Stir in cod, shrimp, scallops, clams, mussels, and crabmeat. Bring to boil; lower heat, cover, and simmer until clams open up, 5 to 7 minutes. Ladle soup into bowls and serve.","¾ cup butter, 2 onions, chopped, 1 bunch fresh parsley, chopped, 2 cloves garlic, minced, 2 (14.5 ounce) cans stewed tomatoes, 2 (14.5 ounce) cans chicken broth, 1 ½ cups white wine, 1 cup water, 2 bay leaves, 1 tablespoon dried basil, ½ teaspoon dried thyme, ½ teaspoon dried oregano, 1 ½ pounds cod fillets, cubed, 1 ½ pounds large shrimp - peeled and deveined, 1 ½ pounds bay scallops, 18 small clams, 18 mussels, cleaned and debearded, 1 ½ cups crabmeat",Cioppino,10 mins,5.0,50 mins,https://www.allrecipes.com/recipe/12816/cioppino/,"['butter', 'onion', 'parsley', 'clove', 'garlic', 'tomato', 'chicken', 'water', 'bay', 'basil', 'thyme', 'oregano', 'cod', 'shrimp', 'bay', 'scallop', 'clam', 'mussel']",non-veg,"['butter', 'onion', 'parsley', 'clove', 'garlic', 'tomato', 'chicken', 'water', 'bay', 'basil', 'thyme', 'oregano', 'cod', 'shrimp', 'bay', 'scallop', 'clam', 'mussel']"
304,1 hr 15 mins,"1. Remove any fat and gristle from chuck roast; cut into strips 1/2-inch thick by 2-inches long. Season with ½ teaspoon salt and ½ teaspoon pepper. 2. Melt butter in a large skillet over medium heat. Add beef and brown quickly; push to one side of the skillet. Add onions; cook and stir for 3 to 5 minutes, then push to the side with beef. 3. Stir flour into juices on the empty side of the pan. Pour in beef broth and bring to a boil, stirring constantly. Lower the heat and stir in mustard. Cover and simmer for 1 hour or until the beef is tender. 4. Five minutes before serving, stir in mushrooms, sour cream, and white wine. Cook until heated through; season to taste with salt and pepper.","2 pounds beef chuck roast, ½ teaspoon salt, ½ teaspoon ground black pepper, 4 ounces butter, 4 green onions, sliced (white parts only), 4 tablespoons all-purpose flour, 1 (10.5 ounce) can condensed beef broth, 1 teaspoon prepared mustard, 1 (6 ounce) can sliced mushrooms, drained, ⅓ cup sour cream, ⅓ cup white wine, salt and ground black pepper to taste",Beef Stroganoff,15 mins,4.5,1 hr 30 mins,https://www.allrecipes.com/recipe/25202/beef-stroganoff-iii/,"['beef', 'roast', 'salt', 'pepper', 'butter', 'onion', 'flour', 'beef', 'mustard', 'mushroom', 'cream', 'salt', 'pepper']",non-veg,"['beef', 'salt', 'pepper', 'butter', 'onion', 'flour', 'beef', 'mustard', 'mushroom', 'cream', 'salt', 'pepper']"
362,20 mins,"1. Preheat the oven to 425 degrees F (220 degrees C). 2. Place sausage in a skillet over medium heat. Cook and stir until evenly brown; drain. 3. Mix sausage, cream cheese, and Parmesan cheese together in a large bowl. Spoon about 1 tablespoon of sausage mixture into each jalapeño half; arrange stuffed halves in baking dishes. 4. Bake in the preheated oven until bubbly and lightly browned, about 20 minutes. Serve with ranch dressing.","1 pound ground pork sausage, 1 (8 ounce) package cream cheese, softened, 1 cup shredded Parmesan cheese, 1 pound large fresh jalapeno peppers, halved lengthwise and seeded, 1 (8 ounce) bottle Ranch dressing (Optional)",Sausage Stuffed Jalapeños,25 mins,5.0,45 mins,https://www.allrecipes.com/recipe/83500/sausage-stuffed-jalapenos/,"['pork', 'sausage', 'cream', 'cheese', 'parmesan', 'cheese', 'jalapeno', 'pepper']",non-veg,"['pork', 'sausage', 'cream', 'cheese', 'parmesan', 'cheese', 'jalapeno', 'pepper']"
577,1 hr,"1. Stir together wine, barbeque sauce, cider vinegar, hot pepper sauce, Worcestershire sauce, and mustard in a bowl until well mixed. Place ribs in a baking dish; pour Burgundy wine mixture over ribs and coat thoroughly. 2. Mix onion powder and garlic powder in a bowl. Dust ribs with powder mixture; let marinate for 2 hours, turning once. 3. Preheat the grill to medium-low heat and lightly oil the grate. 4. Grill ribs, covered, over indirect heat on the preheated grill for 45 minutes, turning once. 5. Baste with barbeque sauce; continue grilling until meat is tender, about 15 minutes, turning and basting frequently.","½ cup Burgundy wine, ¼ cup barbeque sauce, plus more for basting, ¼ cup cider vinegar, ¼ cup hot pepper sauce, 2 tablespoons Worcestershire sauce, 2 tablespoons prepared yellow mustard, 4 pounds country-style pork ribs, 1 tablespoon onion powder, 1 tablespoon garlic powder",Grilled Country Style Ribs,15 mins,4.5,3 hrs 15 mins,https://www.allrecipes.com/recipe/234339/grilled-country-style-ribs/,"['sauce', 'vinegar', 'pepper', 'sauce', 'worcestershire', 'sauce', 'mustard', 'pork', 'rib', 'onion', 'garlic']",non-veg,"['sauce', 'vinegar', 'pepper', 'sauce', 'worcestershire', 'sauce', 'mustard', 'pork', 'rib', 'onion', 'garlic']"
420,5 mins,"1. Mix together paprika, dry mustard, cayenne pepper, cumin, black pepper, white pepper, thyme, and salt in a small bowl. 2. Heat a heavy cast iron pan on high heat until extremely hot, about 10 minutes. 3. While the pan is heating, pour 3/4 cup melted butter into a shallow dish. Dip each fillet into butter, turning once to coat both sides. Sprinkle both sides of fillets with spice mixture; gently pat mixture onto fish. 4. Working in batches, place fillets into the hot pan without crowding. Carefully pour about 1 teaspoon melted butter over each fillet. Cook until fish has a charred bottom, about 2 minutes. Turn fillets and spoon about 1 teaspoon melted butter over each. Continue cooking until bottoms are charred, 1 to 2 minutes. Repeat with remaining fish.","1 tablespoon paprika, 2 teaspoons dry mustard, 1 teaspoon cayenne pepper, 1 teaspoon ground cumin, 1 teaspoon black pepper, 1 teaspoon white pepper, 1 teaspoon dried thyme, 1 teaspoon salt, 1 cup unsalted butter, melted, divided, 6 (4 ounce) fillets trout",Blackened Fish,15 mins,4.5,30 mins,https://www.allrecipes.com/recipe/38028/blackened-fish/,"['paprika', 'mustard', 'cayenne', 'pepper', 'cumin', 'pepper', 'pepper', 'thyme', 'salt', 'butter', 'trout']",veg,"['paprika', 'mustard', 'cayenne', 'pepper', 'cumin', 'pepper', 'pepper', 'thyme', 'salt', 'butter', 'trout']"
373,20 mins,"1. Preheat the oven to 400 degrees F (200 degrees C). Grease a 9x13-inch baking dish with 1 teaspoon olive oil. 2. Place trout in the prepared baking dish and coat with remaining olive oil. Season inside and outside of fish with dill, thyme, and salt. Stuff each fish with onion slices; grind pepper on top. Place 1 lemon slice on each fish. 3. Bake in the preheated oven for 10 minutes; add hot water to dish. Continue baking until fish flakes easily with a fork, about 10 minutes more.","2 teaspoons olive oil, divided, 2 whole rainbow trout, gutted and cleaned, heads and tails still on, ¼ teaspoon dried dill weed, ¼ teaspoon dried thyme, salt to taste, ½ large onion, sliced, 2 thin slices lemon (Optional), 2 tablespoons hot water, ground black pepper to taste",Baked Fresh Rainbow Trout,10 mins,4.5,30 mins,https://www.allrecipes.com/recipe/236814/baked-fresh-rainbow-trout/,"['oil', 'trout', 'dill', 'thyme', 'salt', 'onion', 'lemon', 'water', 'pepper']",veg,"['oil', 'trout', 'dill', 'thyme', 'salt', 'onion', 'lemon', 'water', 'pepper']"
511,10 mins,"1. Mix paprika, cayenne pepper, onion powder, salt, white and black pepper, thyme, basil, and oregano together in a small bowl. 2. Brush salmon fillets on both sides with 1/4 cup butter, and sprinkle evenly with the spice mixture. 3. Heat 2 tablespoons melted butter in a large, heavy skillet over high heat. Add salmon and cook until blackened, 2 to 5 minutes. Lift fillets, add remaining melted butter to the skillet, and flip fillets into the butter. Cook until the other side is blackened and fish flakes easily with a fork, 3 to 5 minutes.","2 tablespoons ground paprika, 1 tablespoon ground cayenne pepper, 1 tablespoon onion powder, 2 teaspoons salt, ½ teaspoon ground white pepper, ½ teaspoon ground black pepper, ¼ teaspoon dried thyme, ¼ teaspoon dried basil, ¼ teaspoon dried oregano, 4 salmon fillets, skin and bones removed, ½ cup unsalted butter, melted",Blackened Salmon Fillets,15 mins,4.5,25 mins,https://www.allrecipes.com/recipe/36487/blackened-salmon-fillets/,"['paprika', 'cayenne', 'pepper', 'onion', 'salt', 'pepper', 'pepper', 'thyme', 'basil', 'oregano', 'salmon', 'butter']",non-veg,"['paprika', 'cayenne', 'pepper', 'onion', 'salt', 'pepper', 'pepper', 'thyme', 'basil', 'oregano', 'salmon', 'butter']"
322,3 hrs,"1. Wash the peanuts and place them in a pot. Add salt and water. Bring the water to a boil. 2. Let the water boil for 3 hours. 3. Taste the peanuts, if they are not salty enough for your taste add more salt. If you would like the peanuts to be softer, return the water to boil and cook until they reach the consistency you desire.","5 pounds raw peanuts, in shells, 1 cup salt, water to cover",Boiled Peanuts,5 mins,4.5,3 hrs 5 mins,https://www.allrecipes.com/recipe/17551/boiled-peanuts/,"['peanut', 'salt', 'water']",veg,"['peanut', 'salt', 'water']"
293,20 mins,"1. Preheat the oven to 375 degrees F (190 degrees C). 2. Combine artichoke hearts, mayonnaise, and Parmesan cheese and mix well. Spread mixture in a 9x13-inch baking dish. 3. Bake in the preheated oven until bubbly and golden brown, about 15 to 20 minutes.","1 (14 ounce) can artichoke hearts, drained and chopped, 1 cup mayonnaise, 1 cup grated Parmesan cheese",Simple Artichoke Dip,5 mins,4.5,25 mins,https://www.allrecipes.com/recipe/14834/simple-artichoke-dip/,"['artichoke', 'mayonnaise', 'parmesan', 'cheese']",veg,"['artichoke', 'mayonnaise', 'parmesan', 'cheese']"
579,1 hr 10 mins,"1. Preheat the oven to 350 degrees F (175 degrees C). 2. Place chicken pieces into a 9x13-inch baking dish. Stir together mayonnaise, garlic, rosemary, salt, and black pepper in a bowl. Spread mayonnaise mixture over chicken; top with Parmesan cheese. 3. Bake in the preheated oven until no longer pink in the center and the juices run clear, about 1 hour and 10 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).","1 whole chicken, cut into 6 pieces, 1 cup mayonnaise, 2 cloves garlic, crushed, 1 tablespoon finely chopped fresh rosemary, 1 teaspoon salt, freshly ground black pepper to taste, ½ cup grated Parmesan cheese",Mayo Chicken,15 mins,4.5,1 hr 25 mins,https://www.allrecipes.com/recipe/230620/mayo-chicken/,"['chicken', 'mayonnaise', 'clove', 'garlic', 'rosemary', 'salt', 'pepper', 'parmesan', 'cheese']",non-veg,"['chicken', 'mayonnaise', 'clove', 'garlic', 'rosemary', 'salt', 'pepper', 'parmesan', 'cheese']"
57,20 mins,"1. Preheat the oven to 350 degrees F (175 degrees C). Spray a 12-cup muffin pan generously with cooking spray. 2. Combine egg whites, cottage cheese, garlic powder, salt, and pepper in a blender; blend until smooth, about 15 seconds. 3. Combine spinach, roasted red peppers, and basil in a bowl. Pour in egg mixture and stir to combine. Ladle the mixture evenly into the muffin cups, filling each about 3/4 full. Top each muffin with 1 teaspoon feta cheese. 4. Bake in the preheated oven until egg white bites are set, 18 to 20 minutes.","cooking spray, 1 (16 ounce) carton liquid egg whites, ½ cup low-fat cottage cheese, ¼ teaspoon garlic powder, ¼ teaspoon salt, ⅛ teaspoon ground black pepper, 1 cup packed fresh spinach, finely chopped, ⅓ cup roasted red peppers, drained and chopped, 1 tablespoon fresh basil, minced, ¼ cup crumbled feta cheese",Egg White Breakfast Bites,15 mins,5.0,35 mins,https://www.allrecipes.com/recipe/272656/egg-white-breakfast-bites/,"['egg', 'cheese', 'garlic', 'salt', 'pepper', 'spinach', 'pepper', 'basil', 'feta', 'cheese']",non-veg,"['egg', 'cheese', 'garlic', 'salt', 'pepper', 'spinach', 'pepper', 'basil', 'feta', 'cheese']"
419,10 mins,"1. Whisk vegetable oil, soy sauce, red wine vinegar, lemon juice, Worcestershire sauce, mustard, garlic, and black pepper together in a bowl; pour into a resealable plastic bag. Add flank steak to the bag, coat with the marinade, squeeze bag to remove excess air, and seal the bag. 2. Marinate in the refrigerator 8 hours to overnight. 3. Preheat an outdoor grill for medium-high heat and lightly oil the grate. 4. Remove steak from the bag and shake off excess marinade. Discard remaining marinade. 5. Cook the steak until beginning to firm and is hot and slightly pink in the center, 5 to 7 minutes per side. An instant-read thermometer inserted into the center should read at least 140 degrees F (60 degrees C). 6. Rest steak 5 to 10 minutes before slicing across the grain.","½ cup vegetable oil, ⅓ cup soy sauce, ¼ cup red wine vinegar, 2 tablespoons lemon juice, 1 tablespoon Worcestershire sauce, 1 teaspoon dry mustard, 1 clove garlic, minced, ¼ teaspoon ground black pepper, 1 ½ pounds flank steak",Overnight-Marinated Flank Steak,10 mins,4.5,25 mins,https://www.allrecipes.com/recipe/231755/overnight-marinated-flank-steak/,"['oil', 'soy', 'sauce', 'vinegar', 'lemon', 'worcestershire', 'sauce', 'mustard', 'clove', 'garlic', 'pepper']",veg,"['oil', 'soy', 'sauce', 'vinegar', 'lemon', 'worcestershire', 'sauce', 'mustard', 'clove', 'garlic', 'pepper']"
814,1 hr,"1. Preheat the oven to 450 degrees F (230 degrees C). 2. Rub hens with 1 tablespoon olive oil; lightly season with salt and pepper. Stuff 1 lemon quarter and 1 rosemary sprig in each cavity. Place hens in a large, heavy roasting pan and arrange garlic cloves around them. 3. Roast in the preheated oven for 25 minutes. 4. Meanwhile, whisk together wine, chicken broth, and remaining 2 tablespoons oil in a small bowl. 5. Remove hens from the oven. Reduce the oven temperature to 350 degrees F (175 degrees C). 6. Pour wine mixture over the hens and immediately return to the oven. 7. Continue roasting, basting with pan juices every 10 minutes, until hens are golden brown and juices run clear, about 25 more minutes. 8. Transfer hens to a platter, pouring any cavity juices into the roasting pan. Discard lemons and rosemary. Tent hens with aluminum foil to keep warm. 9. Transfer pan juices and garlic cloves to a medium saucepan; boil until reduced to a sauce consistency, about 6 minutes. 10. Cut hens in half lengthwise and arrange two halves on each plate. Spoon sauce and garlic on top. Garnish with remaining rosemary sprigs and serve.","3 tablespoons olive oil, divided, 4 Cornish game hens, salt and pepper to taste, 1 lemon, quartered, 8 sprigs fresh rosemary, divided, 24 cloves garlic, ⅓ cup white wine, ⅓ cup low-sodium chicken broth",Cornish Game Hens with Garlic and Rosemary,20 mins,4.5,1 hr 20 mins,https://www.allrecipes.com/recipe/8938/cornish-game-hens-with-garlic-and-rosemary/,"['oil', 'salt', 'pepper', 'lemon', 'rosemary', 'clove', 'garlic', 'chicken']",non-veg,"['oil', 'salt', 'pepper', 'lemon', 'rosemary', 'clove', 'garlic', 'chicken']"
186,10 mins,"1. Beat eggs in a bowl, and stir in baby spinach and Parmesan cheese. Season with onion powder, nutmeg, salt, and pepper. 2. Spray a small skillet with cooking spray and place over medium heat. Once warm, add in the egg mixture and cook until partially set, about 3 minutes. Flip with a spatula, and continue cooking, 2 to 3 minutes. 3. Reduce heat to low and continue cooking, 2 to 3 minutes, or until omelet reaches desired doneness.","2 eggs, 1 cup torn baby spinach leaves, 1 ½ tablespoons grated Parmesan cheese, ¼ teaspoon onion powder, ⅛ teaspoon ground nutmeg, salt and pepper to taste",Baby Spinach Omelet,5 mins,4.5,15 mins,https://www.allrecipes.com/recipe/69471/baby-spinach-omelet/,"['egg', 'spinach', 'parmesan', 'cheese', 'onion', 'nutmeg', 'salt', 'pepper']",non-veg,"['egg', 'spinach', 'parmesan', 'cheese', 'onion', 'nutmeg', 'salt', 'pepper']"
507,3 hrs 15 mins,"1. Preheat the oven to 275 degrees F (135 degrees C). 2. Heat vegetable oil into a large oven-safe pot over medium-high heat. Season chuck roast with salt and black pepper, then cook in hot oil until brown on both sides; transfer to a plate. 3. Add carrots, celery, and onion into the pot. Cook and stir until vegetables start to release their juices, scraping any brown flavor bits off the bottom of the pot, about 3 minutes. Add butter, and cook until onions are translucent, about 5 minutes. Sprinkle in rosemary; return roast to the pot and cover. 4. Roast in the preheated oven until the chuck roast is tender, about 2 1/2 to 3 hours. Season vegetables with additional salt and black pepper, if desired.","1 tablespoon vegetable oil, 3 ½ pounds beef chuck pot roast, 2 teaspoons salt, 1 teaspoon ground black pepper, 1 cup diced carrots, 1 cup diced celery, 1 cup diced onion, ¼ cup butter, 1 teaspoon dried rosemary",Simple Beef Pot Roast,15 mins,4.5,3 hrs 30 mins,https://www.allrecipes.com/recipe/219173/simple-beef-pot-roast/,"['oil', 'beef', 'roast', 'salt', 'pepper', 'carrot', 'celery', 'onion', 'butter', 'rosemary']",non-veg,"['oil', 'beef', 'salt', 'pepper', 'carrot', 'celery', 'onion', 'butter', 'rosemary']"
537,8 hrs,"1. Place roast in a slow cooker. Form a pocket in the top of the roast and place butter, pepperoncini peppers, ranch dressing mix, and au jus mix in the pocket. 2. Cook on Low for 8 hours.","1 (4 pound) beef chuck roast, ¼ cup butter, 5 pepperoncini peppers, 1 (1 ounce) packet ranch dressing mix, 1 (1 ounce) packet dry au jus mix",Mississippi Roast - Slow Cooker Pepperoncini Pot Roast,10 mins,4.5,8 hrs 10 mins,https://www.allrecipes.com/recipe/246721/mississippi-roast-slow-cooker-pepperoncini-pot-roast/,"['beef', 'roast', 'butter', 'pepper']",non-veg,"['beef', 'butter', 'pepper']"
345,8 hrs,"1. Place pork roast in a slow cooker, rub with salt, and pour root beer, liquid smoke, and garlic over the top. 2. Cook on Low for 8 to 10 hours. Remove pork to a bowl. Strain liquid through a fine-mesh strainer; discard liquid or save for another use (see Editor's Note). Add garlic cloves back to to pork. Shred pork using two forks. Serve with your favorite BBQ sauce.","1 (4 pound) pork shoulder roast, 2 tablespoons coarse kosher salt, or to taste, 1 (12 fluid ounce) can or bottle root beer, 1 (4 fluid ounce) bottle liquid smoke flavoring, or to taste, 4 cloves garlic",Slow Cooker Root Beer Pulled Pork,15 mins,4.5,8 hrs 15 mins,https://www.allrecipes.com/recipe/241143/slow-cooker-root-beer-pulled-pork/,"['pork', 'roast', 'salt', 'beer', 'clove', 'garlic']",non-veg,"['pork', 'salt', 'beer', 'clove', 'garlic']"
